CustomerID,I,Iu,spending,Imax,avg_bought,baskets,E
12347.0,0.10802088277171334,0.05988956534050687,0.12448298780370526,0.2179401993355482,0.019290960139028288,0.03157894736842105,0.6285840398188021
12348.0,0.0026578073089701003,0.003964321110009911,0.07155444522566458,0.0026578073089701003,0.27412246590968015,0.0,0.0
12349.0,0.30764119601328904,0.311199207135778,0.368923063114276,0.30764119601328904,0.023277186184844197,0.0,0.5850055505861002
12350.0,0.11295681063122924,0.07333994053518336,0.08172692865798016,0.11295681063122924,0.008866075594960337,0.0,0.3934070235852182
12352.0,0.0444233507356431,0.037944216338666285,0.06407211350439918,0.06710963455149502,0.033187521091836224,0.03157894736842105,0.5514254898557162
12353.0,0.011960132890365448,0.018830525272547076,0.026376651158615944,0.011960132890365448,0.03959489120478387,0.0,0.1866648304850438
12354.0,0.18272425249169438,0.21704658077304262,0.21763429922060826,0.18272425249169438,0.025050630743584542,0.0,0.5276826996316931
12355.0,0.03853820598006645,0.048562933597621406,0.06987897736622437,0.03853820598006645,0.032785468623079454,0.0,0.32069737005049453
12356.0,0.03765227021040975,0.03039312851007598,0.07651502685236435,0.061794019933554815,0.03305256641700879,0.010526315789473686,0.4179435460730867
12357.0,0.42458471760797345,0.31615460852329036,0.755627028886861,0.42458471760797345,0.029225212146350713,0.0,0.5999566251823257
12358.0,0.0372093023255814,0.028741328047571853,0.10689784133917751,0.06511627906976744,0.06602769691897084,0.005263157894736842,0.3349624897647118
12359.0,0.22142857142857145,0.23934588701684836,0.4166507098299101,0.3754152823920266,0.04478219970520494,0.015789473684210527,0.734428750195722
12360.0,0.2168327796234773,0.1592335645853981,0.24796724859255712,0.2471760797342193,0.02329449845676037,0.010526315789473686,0.6518279688116796
12361.0,0.0584717607973422,0.04360753221010902,0.052077131359672076,0.0584717607973422,0.011692773293851743,0.0,0.3162136412855922
12362.0,0.11813953488372093,0.08771060455896926,0.14370188639729534,0.16345514950166115,0.024094363508099566,0.047368421052631574,0.7161910238692879
12363.0,0.026578073089701,0.023785926660059464,0.02881206336858797,0.026578073089701,0.024240853078930546,0.005263157894736842,0.3096952315863932
12364.0,0.09988925802879292,0.05517013544763793,0.06282605551981889,0.13156146179401995,0.013795897831776927,0.010526315789473686,0.4897413310345808
12365.0,0.11295681063122924,0.0981169474727453,0.0918814606489446,0.11295681063122924,0.012761618361245059,0.0,0.42553098394688194
12367.0,0.0398671096345515,0.03369672943508424,0.03484374766257274,0.0398671096345515,0.013547244998481582,0.0,0.26751299371866094
12370.0,0.1393687707641196,0.11917740336967295,0.15693224826843388,0.22259136212624586,0.019438827534954458,0.015789473684210527,0.6502884398342947
12371.0,0.15315614617940201,0.14271555996035679,0.24326895747004357,0.3016611295681063,0.02540869348599408,0.005263157894736842,0.5799281986067084
12372.0,0.053156146179401995,0.03369672943508424,0.06963962481487576,0.08372093023255814,0.027435606244330828,0.010526315789473686,0.42153853954397397
12373.0,0.0425249169435216,0.03369672943508424,0.0410669139976364,0.0425249169435216,0.012658415364901598,0.0,0.2791027493105301
12374.0,0.1302325581395349,0.1278493557978196,0.17258814905680137,0.1302325581395349,0.03238131702900718,0.0,0.4555200017391421
12375.0,0.033887043189368776,0.02626362735381566,0.034439840232171975,0.0558139534883721,0.015617888848562363,0.005263157894736842,0.3377948535497076
12377.0,0.17408637873754154,0.14271555996035679,0.18457073615869074,0.19800664451827243,0.019941127172396496,0.005263157894736842,0.5776455626350705
12379.0,0.10996677740863788,0.0906838453914767,0.11916166768890149,0.12890365448504984,0.018200605989490252,0.005263157894736842,0.5204559015319642
12380.0,0.11345514950166113,0.08201189296333003,0.14901865453947075,0.19335548172757477,0.02312729713150209,0.015789473684210527,0.5938950344193841
12381.0,0.11672203765227021,0.09481334654773702,0.15836163178601886,0.25980066445182726,0.02836699775570516,0.010526315789473686,0.5643602176249177
12383.0,0.07348837209302325,0.05847373637264618,0.07443744670665849,0.1275747508305648,0.02200100240230897,0.021052631578947368,0.5860852203190271
12384.0,0.04019933554817276,0.060951437066402374,0.0853950065073975,0.04119601328903655,0.05077287345136154,0.005263157894736842,0.4422247648141223
12386.0,0.0292358803986711,0.023785926660059464,0.04633267012730563,0.0292358803986711,0.023798413439104056,0.0,0.22310107340529264
12388.0,0.06533776301218161,0.03534852989758837,0.08734273789399674,0.14019933554817277,0.02037161857247924,0.026315789473684213,0.5315215060347556
12390.0,0.09501661129568106,0.10802775024777006,0.11885649318593206,0.09501661129568106,0.02570580592045828,0.0,0.4299414178043171
12391.0,0.07973421926910298,0.14271555996035679,0.05262165841399016,0.07973421926910298,0.009135448867052967,0.0,0.4497077020267456
12393.0,0.0707641196013289,0.048562933597621406,0.07145720825167921,0.11827242524916944,0.014929868872939341,0.015789473684210527,0.5259016887148079
12394.0,0.05681063122923589,0.048562933597621406,0.07694586144479183,0.10897009966777409,0.023811581285527465,0.005263157894736842,0.4270586640602995
12395.0,0.0469545957918051,0.027915427816319786,0.05206715833669922,0.08372093023255814,0.023231303307546795,0.05789473684210526,0.5747753086645736
12397.0,0.2408637873754153,0.21704658077304262,0.31055993537481114,0.29036544850498336,0.02459895266241508,0.005263157894736842,0.6340516467424163
12398.0,0.2571428571428571,0.21704658077304262,0.29741948030577287,0.2571428571428571,0.020057473160599627,0.0,0.5424839412003398
12399.0,0.04933554817275748,0.029980178394449948,0.036916391161907036,0.07973421926910298,0.012105706362870826,0.015789473684210527,0.46013825132263236
12401.0,0.004651162790697675,0.013875123885034688,0.01720645653507263,0.004651162790697675,0.049330867654090546,0.0,0.1547244039305683
12402.0,0.061129568106312294,0.053518334985133795,0.06724609930138974,0.061129568106312294,0.020348138406934484,0.0,0.33927579676827757
12403.0,0.00132890365448505,0.008919722497522299,0.013481532454710008,0.00132890365448505,0.07692573581514318,0.0,0.10109448275340034
12405.0,0.22657807308970102,0.19226957383548068,0.4287193142549405,0.22657807308970102,0.029734833125718178,0.0,0.524573289304861
12406.0,0.21162790697674422,0.13280475718533202,0.26343889778150115,0.2338870431893688,0.01997466511744794,0.005263157894736842,0.5678758626897037
12407.0,0.04119601328903655,0.035678889990089196,0.058464254192409526,0.06777408637873754,0.031011625038689896,0.021052631578947368,0.49341833911221933
12408.0,0.09289036544850499,0.06838453914767095,0.11091058686253684,0.17541528239202658,0.021624621458706594,0.021052631578947368,0.6057128371359525
12409.0,0.05714285714285715,0.03617443012884044,0.1996678983350038,0.08372093023255814,0.05603174213337044,0.005263157894736842,0.3805898620188619
12410.0,0.044850498338870434,0.05599603567888999,0.09154786303050248,0.08571428571428572,0.046109754787147315,0.005263157894736842,0.4240962618933092
12412.0,0.08239202657807308,0.05186653452262966,0.07906014231503782,0.12491694352159467,0.018811091606238606,0.010526315789473686,0.48529327600312655
12413.0,0.05625692137320045,0.04360753221010902,0.0685376057763749,0.10166112956810631,0.023974204188856547,0.010526315789473686,0.4490463579973733
12414.0,0.024252491694352164,0.018830525272547076,0.027461217406914297,0.025913621262458473,0.018250635142842326,0.005263157894736842,0.29301664850178194
12415.0,0.0224437061646364,0.018830525272547076,0.06558126933312057,0.06843853820598006,0.03691652455068228,0.042105263157894736,0.5070696374747995
12417.0,0.06386120339608711,0.07058693976434313,0.1027507259529639,0.10166112956810631,0.034281852689739434,0.042105263157894736,0.6770663106060395
12418.0,0.11162790697674418,0.12289395441030723,0.17186709949586373,0.11162790697674418,0.0301004130588825,0.0,0.441998157589206
12420.0,0.08372093023255814,0.11298315163528247,0.14555028647508492,0.08372093023255814,0.03376532815149951,0.0,0.4362644932357127
12421.0,0.04501661129568107,0.032457879088206146,0.04438718267087528,0.06245847176079735,0.02377401419426069,0.015789473684210527,0.46149319199275596
12422.0,0.07087486157253599,0.06012553683515032,0.07480166150562725,0.09900332225913622,0.02090611376658974,0.010526315789473686,0.5176945996590961
12423.0,0.06769102990033223,0.046085232903865216,0.053992325758822374,0.10498338870431893,0.01620982469481458,0.03684210526315789,0.6126332872633468
12424.0,0.043853820598006646,0.03865213082259663,0.04237138540248627,0.07840531561461794,0.016829124971915452,0.005263157894736842,0.38696212317750367
12425.0,0.15282392026578076,0.1377601585728444,0.13965024608434187,0.15282392026578076,0.018097558928170228,0.0,0.46915826518115616
